Name,Resource type,Project Id,Display name,Create time,Update time,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Direct tags,Description,Location,Labels,Network tags,Additional attributes
"//serviceusage.googleapis.com/projects/797552640896/services/billingbudgets.googleapis.com","serviceusage.Service","prj-c-kms-p811","billingbudgets.googleapis.com","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","null"
"//iam.googleapis.com/projects/prj-c-kms-p811/serviceAccounts/project-service-account@prj-c-kms-p811.iam.gserviceaccount.com","iam.ServiceAccount","prj-c-kms-p811","prj-c-kms Project Service Account","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","","{}","[]","{email:project-service-account@prj-c-kms-p811.iam.gserviceaccount.com,uniqueId:109154366767474316177}"
"//compute.googleapis.com/projects/prj-c-kms-p811","compute.Project","prj-c-kms-p811","prj-c-kms-p811","2024-03-15T15:06:02Z","null","","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","{xpnProjectStatus:UNSPECIFIED_XPN_PROJECT_STATUS}"
"//iam.googleapis.com/projects/prj-c-kms-p811/serviceAccounts/797552640896-compute@developer.gserviceaccount.com","iam.ServiceAccount","prj-c-kms-p811","Compute Engine default service account","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","","{}","[]","{email:797552640896-compute@developer.gserviceaccount.com,uniqueId:104420008199869150139}"
"//cloudbilling.googleapis.com/projects/prj-c-kms-p811/billingInfo","cloudbilling.ProjectBillingInfo","prj-c-kms-p811","projects/prj-c-kms-p811/billingInfo","null","null","ACTIVE","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","null"
"//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","cloudresourcemanager.Project","prj-c-kms-p811","prj-c-kms","2024-03-15T15:05:34Z","null","ACTIVE","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Folder","//cloudresourcemanager.googleapis.com/folders/246951171519","[]","[]","","global","{application_name:org-kms,primary_contact:example1,billing_code:1234,business_code:abcd,secondary_contact:example2,environment:production,env_code:p}","[]","{projectId:prj-c-kms-p811}"
"//serviceusage.googleapis.com/projects/797552640896/services/cloudkms.googleapis.com","serviceusage.Service","prj-c-kms-p811","cloudkms.googleapis.com","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/797552640896/services/logging.googleapis.com","serviceusage.Service","prj-c-kms-p811","logging.googleapis.com","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","null"
"//logging.googleapis.com/projects/797552640896/locations/northamerica-northeast2/buckets/_Required","logging.LogBucket","prj-c-kms-p811","projects/797552640896/locations/northamerica-northeast2/buckets/_Required","null","null","ACTIVE","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","Audit bucket","northamerica-northeast2","{}","[]","null"
"//serviceusage.googleapis.com/projects/797552640896/services/oslogin.googleapis.com","serviceusage.Service","prj-c-kms-p811","oslogin.googleapis.com","null","null","ENABLED","[folders/246951171519,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-c-kms-p811","[]","[]","","global","{}","[]","null"
