Name,Resource type,Project Id,Display name,Create time,Update time,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Direct tags,Description,Location,Labels,Network tags,Additional attributes
"//serviceusage.googleapis.com/projects/460944733094/services/compute.googleapis.com","serviceusage.Service","prj-p-bu1sample-floating-3ph7","compute.googleapis.com","null","null","ENABLED","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","null"
"//iam.googleapis.com/projects/prj-p-bu1sample-floating-3ph7/serviceAccounts/project-service-account@prj-p-bu1sample-floating-3ph7.iam.gserviceaccount.com","iam.ServiceAccount","prj-p-bu1sample-floating-3ph7","prj-p-bu1sample-floating Project Service Account","null","null","ENABLED","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","","{}","[]","{email:project-service-account@prj-p-bu1sample-floating-3ph7.iam.gserviceaccount.com,uniqueId:114217539912989289607}"
"//compute.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","compute.Project","prj-p-bu1sample-floating-3ph7","prj-p-bu1sample-floating-3ph7","2024-03-18T19:30:30Z","null","","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","{xpnProjectStatus:UNSPECIFIED_XPN_PROJECT_STATUS}"
"//iam.googleapis.com/projects/prj-p-bu1sample-floating-3ph7/serviceAccounts/460944733094-compute@developer.gserviceaccount.com","iam.ServiceAccount","prj-p-bu1sample-floating-3ph7","Compute Engine default service account","null","null","DISABLED","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","","{}","[]","{email:460944733094-compute@developer.gserviceaccount.com,uniqueId:113088103683854369418}"
"//cloudbilling.googleapis.com/projects/prj-p-bu1sample-floating-3ph7/billingInfo","cloudbilling.ProjectBillingInfo","prj-p-bu1sample-floating-3ph7","projects/prj-p-bu1sample-floating-3ph7/billingInfo","null","null","ACTIVE","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","null"
"//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","cloudresourcemanager.Project","prj-p-bu1sample-floating-3ph7","prj-p-bu1sample-floating","2024-03-18T19:30:03Z","null","ACTIVE","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Folder","//cloudresourcemanager.googleapis.com/folders/890257135830","[]","[]","","global","{business_code:bu1,application_name:bu1-sample-application,secondary_contact:example2,env_code:p,primary_contact:example,billing_code:1234,environment:production}","[]","{projectId:prj-p-bu1sample-floating-3ph7}"
"//logging.googleapis.com/projects/460944733094/locations/northamerica-northeast2/buckets/_Required","logging.LogBucket","prj-p-bu1sample-floating-3ph7","projects/460944733094/locations/northamerica-northeast2/buckets/_Required","null","null","ACTIVE","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","Audit bucket","northamerica-northeast2","{}","[]","null"
"//logging.googleapis.com/projects/460944733094/locations/northamerica-northeast2/buckets/_Default","logging.LogBucket","prj-p-bu1sample-floating-3ph7","projects/460944733094/locations/northamerica-northeast2/buckets/_Default","null","null","ACTIVE","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","Default bucket","northamerica-northeast2","{}","[]","null"
"//logging.googleapis.com/projects/460944733094/sinks/_Required","logging.LogSink","prj-p-bu1sample-floating-3ph7","_Required","null","null","","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","null"
"//logging.googleapis.com/projects/460944733094/sinks/_Default","logging.LogSink","prj-p-bu1sample-floating-3ph7","_Default","null","null","","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/460944733094/services/billingbudgets.googleapis.com","serviceusage.Service","prj-p-bu1sample-floating-3ph7","billingbudgets.googleapis.com","null","null","ENABLED","[folders/890257135830,folders/380973402205,folders/1020261881397,folders/491776663180]","organizations/946862951350","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/prj-p-bu1sample-floating-3ph7","[]","[]","","global","{}","[]","null"
